ID,Barcode,Title,Authors,Publisher,Pub Date,Binding,On Hand,Price
684803860,9916067198,The Daughter of Time,"Tey, Josephine",Touchstone,Nov-95,Trade,1,$2.00 
1501112333,9916067406,"In a Dark, Dark Wood","Ware, Ruth",Gallery/Scout Press,16-Apr,Trade,1,$2.00 
156001314,9916067570,Name of the Rose,"ECO, UMBERTO, WEAVER, WILLIAM",Harcourt,Sep-94,Trade,1,$3.00 
307275973,991606783X,Espresso Tales,"Smith, Alexander Mccall",Anchor,6-Jul,Trade,1,$2.00 
307275981,9916067821,Love Over Scotland (44 Scotland Street),"Smith, Alexander Mccall",Anchor,7-Nov,Trade,1,$2.00 
307387062,9916067813,The World According to Bertie: A 44 Scotland Street Novel (4),"Smith, Alexander McCall",Anchor,8-Nov,Trade,1,$2.00 
1501132954,9916067783,The Woman in Cabin 10,"Ware, Ruth",Gallery/Scout Press,17-Apr,Trade,1,$2.00 
1538730588,9916067775,"Triple Homicide: From the case files of Alex Cross, Michael Bennett, and the Women's Murder Club","Patterson, James",Grand Central Publishing,18-Jul,Trade,1,$3.00 
143123238,9916067759,The Silent Wife: A Novel,"Harrison, S., A. A.",Penguin Books,13-Jun,Trade,1,$2.00 
1455521183,9916067732,The Target,"Baldacci, David",Grand Central Publishing,14-Sep,Trade,1,$3.00 
1538711338,9916067651,The Family Lawyer,"Patterson, James",Grand Central Publishing,17-Sep,Trade,1,$3.00 
399177000,9916067902,Robert B. Parker's Little White Lies (Spenser),"Atkins, Ace",G.P. Putnam's Sons,17-May,Hardcover,1,$3.00 
307454541,9916067880,The Girl with the Dragon Tattoo (Vintage),"Larsson, Stieg",Vintage,9-Jun,Trade,1,$2.00 
030727747X,9916067872,Tea Time for the Traditionally Built,"Smith, Alexander Mccall",Anchor,10-Mar,Trade,1,$2.00 
316412694,9916069212,The President Is Missing,"Clinton, Bill, Patterson, James","Little, Brown and Company and Knopf",18-Jun,Hardcover,1,$3.00 
1934609854,991606914X,Enter a Murderer: Inspector Roderick Alleyn #2,"Marsh, Ngaio",Felony & Mayhem,12-Sep,Paper Back,1,$2.00 
316422738,9916075379,Lethal White (A Cormoran Strike Novel),"Galbraith, Robert",Mulholland Books,18-Sep,Hardcover,1,$4.00 
1447271629,9916075654,River of Darkness (Inspector Madden series),"Airth, Rennie",Pan,14-Jun,Paper Back,1,$2.00 
316858528,9916075646,Wild Fire,"Demille, Nelson",Warner Books,6-Jan,Paper Back,1,$3.00 
62678418,9916076014,The Woman in the Window: A Novel,"Finn, A. J.",William Morrow,18-Jan,Hardcover,1,$5.00 
62678418,9916075999,The Woman in the Window: A Novel,"Finn, A. J.",William Morrow,18-Jan,Hardcover,1,$3.00 
1476757836,9916075948,The Guilty ONe,"Littlefield, Sophie",Gallery Books,15-Jun,Trade,1,$2.00 
1250099668,991607593X,After Anna,"Scottoline, Lisa",St. Martin's Griffin,19-Mar,Trade,1,$2.00 
1501132954,9916075867,The Woman in Cabin 10,"Ware, Ruth",Gallery/Scout Press,17-Apr,Trade,1,$2.00 
1594634025,9916075859,The Girl on the Train,"Hawkins, Paula",Riverhead Books,16-Jul,Trade,1,$2.00 
399171444,9914591396,Robert B. Parker's The Hangman's Sonnet (A Jesse Stone Novel),"Coleman, Reed Farrel",G.P. Putnam's Sons,17-Sep,Hardcover,1,$5.00 
1101988843,,Golden Prey (A Prey Novel),"Sandford, John",G.P. Putnam's Sons,18-Apr,Paper Back,1,$3.00 
